hips_x,hips_x,,,,hips_y,hips_y,,,,hips_z,hips_z,,,,Spine_x,Spine_x,,,,Spine_y,Spine_y,,,,Spine_z,Spine_z,,,,leftUpLeg_x,leftUpLeg_x,,,,leftUpLeg_y,leftUpLeg_y,,,,leftUpLeg_z,leftUpLeg_z,,,,leftLeg_x,leftLeg_x,,,,leftLeg_y,leftLeg_y,,,,leftLeg_z,leftLeg_z,,,,leftFoot_x,leftFoot_x,,,,leftFoot_y,leftFoot_y,,,,leftFoot_z,leftFoot_z,,,,rightUpLeg_x,rightUpLeg_x,,,,rightUpLeg_y,rightUpLeg_y,,,,rightUpLeg_z,rightUpLeg_z,,,,rightLeg_x,rightLeg_x,,,,rightLeg_y,rightLeg_y,,,,rightLeg_z,rightLeg_z,,,,rightFoot_x,rightFoot_x,,,,rightFoot_y,rightFoot_y,,,,rightFoot_z,rightFoot_z,,,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
-1.79E-05,-2.73E-05,9.45E-06,8.93E-11,,1.92E-06,0,1.92E-06,3.69E-12,,-3.92E-06,0,-3.92E-06,1.54E-11,,5.46E-05,5.46E-05,0.00E+00,0.00E+00,,-3.42E-06,7.83E-19,-3.42E-06,1.17E-11,,180,180,0,0,,-1.15E-05,0,-1.15E-05,1.32E-10,,90.00002,89.99995,7.00E-05,4.90E-09,,2.60E-05,0,2.60E-05,6.75E-10,,359.9316,-0.000136604,359.9317366,129550.855,,0.08139195,5.32E-11,8.14E-02,6.62E-03,,2.61E-05,-2.23E-05,4.84E-05,2.34E-09,,90,90,0,0,,89.99996,89.99995,1.00E-05,1.00E-10,,0,0,0,0,,6.64E-06,0,6.64E-06,4.41E-11,,270,270.0001,-1.00E-04,1.00E-08,,-2.91E-05,0,-2.91E-05,8.46E-10,,359.9316,0,359.9316,129550.7567,,359.9185,0,359.9185,129541.3266,,-1.26E-05,0,-1.26E-05,1.59E-10,,90,90,0,0,,270,270,0,0,,0,0,0,0,
